     1 4.566016E-15 5.741305E-06 3.848997E-02 0.000000E+00
     2 7.836864E-15 3.928961E-06 2.946125E-02 0.000000E+00
     3 2.480576E-15 2.974166E-06 3.673243E-02 0.000000E+00
     4 1.780307E-14 8.347356E-06 3.717840E-02 0.000000E+00
     5 1.712256E-15 1.422915E-06 3.193455E-02 0.000000E+00
     6 2.239104E-15 3.875609E-06 3.676255E-02 0.000000E+00
     7 1.141504E-15 2.604607E-06 3.578810E-02 0.000000E+00
     8 3.775744E-15 5.507792E-06 3.828994E-02 0.000000E+00
     9 1.409318E-14 4.519419E-06 2.975753E-02 0.000000E+00
    10 5.817280E-15 4.130847E-06 2.725053E-02 0.000000E+00
    11 5.092864E-15 5.148329E-06 2.641918E-02 0.000000E+00
    12 1.887872E-15 2.415117E-06 3.520989E-02 0.000000E+00
    13 1.602496E-15 3.045383E-06 3.755781E-02 0.000000E+00
    14 5.531904E-15 7.777812E-06 2.792852E-02 0.000000E+00
    15 6.761216E-15 2.608061E-06 3.925357E-02 0.000000E+00
    16 1.433466E-14 8.745410E-06 4.110364E-02 0.000000E+00
    17 3.929408E-15 4.638828E-06 2.574375E-02 0.000000E+00
    18 4.368448E-15 4.003211E-06 2.639483E-02 0.000000E+00
    19 1.317120E-15 2.127384E-06 3.336793E-02 0.000000E+00
    20 1.097600E-15 4.790872E-06 3.382207E-02 0.000000E+00
    21 1.865920E-15 4.097242E-06 3.679459E-02 0.000000E+00
    22 3.161088E-15 5.381295E-06 2.692582E-02 0.000000E+00
    23 2.107392E-15 4.687258E-06 4.709019E-02 0.000000E+00
    24 1.690304E-15 3.105750E-06 2.857644E-02 0.000000E+00
    25 1.361024E-15 1.357770E-06 3.418460E-02 0.000000E+00
    26 6.124608E-15 3.610897E-06 3.635980E-02 0.000000E+00
    27 1.800064E-15 2.182877E-06 3.887920E-02 0.000000E+00
    28 1.567373E-14 9.785064E-06 3.050988E-02 0.000000E+00
    29 3.183040E-15 3.802414E-06 3.353922E-02 0.000000E+00
    30 1.229312E-15 2.385189E-06 3.087642E-02 0.000000E+00
    31 2.458624E-15 3.061571E-06 3.996531E-02 0.000000E+00
    32 9.680832E-15 1.952675E-06 2.318993E-02 0.000000E+00
    33 1.909824E-15 2.274199E-06 3.809806E-02 0.000000E+00
    34 5.488000E-15 4.432662E-06 3.235033E-02 0.000000E+00
