   217    595      0 2.800000E-06 2.800000E-06 9.286549E-06 1.975680E-16 0.000000E+00
   218     -1    575 3.301151E-05 3.301151E-05 1.187939E-05 1.975680E-16 0.000000E+00
   219    571      0 2.800000E-06 2.800000E-06 1.313316E-05 4.609920E-16 0.000000E+00
   220     -1    541 2.800000E-06 2.800000E-06 8.854377E-06 1.097600E-16 0.000000E+00
   221     -1    538 2.800000E-06 2.800000E-06 9.699485E-06 1.975680E-16 0.000000E+00
   222     -1    533 2.800000E-06 2.800000E-06 1.187939E-05 1.975680E-16 0.000000E+00
   223    529      0 2.800000E-06 2.800000E-06 1.120000E-05 4.609920E-16 0.000000E+00
   224    528      0 2.800000E-06 2.800000E-06 1.999600E-05 1.975680E-16 0.000000E+00
   225     -1    526 2.800000E-06 2.800000E-06 1.400000E-05 6.366080E-16 0.000000E+00
   226     -1    522 2.800000E-06 2.800000E-06 1.533623E-05 4.609920E-16 0.000000E+00
   227     -1    518 2.800000E-06 2.800000E-06 8.400000E-06 4.609920E-16 0.000000E+00
   228     -1    510 1.047664E-05 1.047664E-05 3.959798E-06 6.585600E-17 0.000000E+00
   229    509      0 2.800000E-06 2.800000E-06 8.400000E-06 4.609920E-16 0.000000E+00
   230    492      0 2.800000E-06 2.800000E-06 8.400000E-06 4.609920E-16 0.000000E+00
   231     -1    488 2.800000E-06 2.800000E-06 8.400000E-06 4.390400E-16 0.000000E+00
   232    465      0 2.800000E-06 2.800000E-06 8.400000E-06 4.609920E-16 0.000000E+00
   233     -1    455 2.800000E-06 2.800000E-06 8.400000E-06 4.390400E-16 0.000000E+00
   234    454      0 2.456990E-05 2.456990E-05 6.858571E-06 1.975680E-16 0.000000E+00
   235    450      0 2.800000E-06 2.800000E-06 7.919596E-06 2.634240E-16 0.000000E+00
   236     -1    385 5.203816E-05 5.203816E-05 6.260990E-06 6.585600E-17 0.000000E+00
   237     -1    326 1.252198E-05 1.252198E-05 4.849742E-06 1.756160E-16 0.000000E+00
   238     -1    322 2.800000E-06 2.800000E-06 1.009554E-05 2.853760E-16 0.000000E+00
   239     -1    321 2.800000E-06 2.800000E-06 6.260990E-06 1.097600E-16 0.000000E+00
   240    313      0 2.800000E-06 2.800000E-06 6.260990E-06 6.585600E-17 0.000000E+00
   241    294      0 1.009554E-05 1.009554E-05 3.959798E-06 8.780800E-17 0.000000E+00
   242    273      0 2.800000E-06 2.800000E-06 6.260990E-06 1.097600E-16 0.000000E+00
   243     -1    269 2.800000E-06 2.800000E-06 6.260990E-06 1.097600E-16 0.000000E+00
   244    267      0 1.324974E-05 1.324974E-05 2.800000E-06 2.195200E-17 0.000000E+00
   245    256      0 2.800000E-06 2.800000E-06 6.260990E-06 1.097600E-16 0.000000E+00
   246    254      0 1.235980E-05 1.235980E-05 2.800000E-06 2.195200E-17 0.000000E+00
   247     -1    244 2.800000E-06 2.800000E-06 7.919596E-06 2.634240E-16 0.000000E+00
   248    240      0 2.800000E-06 2.800000E-06 1.154470E-05 1.097600E-16 0.000000E+00
   249     -1    237 2.800000E-06 2.800000E-06 7.919596E-06 2.853760E-16 0.000000E+00
   250     -1    233 2.800000E-06 2.800000E-06 8.854377E-06 1.097600E-16 0.000000E+00
   251     -1    214 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   252    176      0 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   253    173      0 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   254     -1    160 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   255     -1    159 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   256     -1    122 2.800000E-06 2.800000E-06 4.849742E-06 1.756160E-16 0.000000E+00
   257    121      0 2.800000E-06 2.800000E-06 2.800000E-06 8.780800E-17 0.000000E+00
   258     92      0 2.800000E-06 2.800000E-06 4.849742E-06 1.756160E-16 0.000000E+00
   259     82      0 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   260     81      0 2.800000E-06 2.800000E-06 8.400000E-06 4.609920E-16 0.000000E+00
   261     78      0 2.800000E-06 2.800000E-06 5.600000E-06 2.195200E-17 0.000000E+00
   262     66      0 2.800000E-06 2.800000E-06 2.800000E-06 4.390400E-17 0.000000E+00
   263     -1     46 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   264     27      0 2.800000E-06 2.800000E-06 5.600000E-06 2.195200E-17 0.000000E+00
   265     22      0 2.800000E-06 2.800000E-06 6.260990E-06 1.097600E-16 0.000000E+00
   266     -1     18 2.800000E-06 2.800000E-06 5.600000E-06 1.975680E-16 0.000000E+00
   267     -1     14 2.800000E-06 2.800000E-06 8.400000E-06 2.195200E-17 0.000000E+00
   268     11      0 7.919596E-06 7.919596E-06 3.959798E-06 1.097600E-16 0.000000E+00
   269    526    533 6.597817E-05 6.048393E-05 1.258264E-05 2.568384E-15 0.000000E+00
   270   1346   1018 1.038055E-04 9.171333E-05 2.800000E-07 2.656192E-15 0.000000E+00
   271    447   2236 4.283336E-05 7.725459E-05 3.271036E-06 2.195200E-17 0.000000E+00
   272    794   2231 1.086562E-04 1.286070E-04 2.800000E-07 5.048960E-16 0.000000E+00
   273   2098      1 1.140289E-04 3.762746E-05 1.660014E-05 1.121747E-14 0.000000E+00
   274   1630   1703 7.527605E-05 8.623648E-05 2.800000E-07 1.053696E-15 0.000000E+00
   275   1419    233 6.849398E-05 4.146269E-05 2.800000E-07 1.514688E-15 0.000000E+00
   276   1798    848 1.226507E-04 4.781547E-05 7.812704E-06 1.448832E-15 0.000000E+00
   277      2   1705 4.732092E-05 7.979761E-05 1.515895E-05 4.566016E-15 0.000000E+00
   278    860    632 8.461555E-05 3.630933E-05 2.800000E-07 1.514688E-15 0.000000E+00
   279    464   2013 4.306747E-05 1.117627E-04 2.800000E-07 1.931776E-15 0.000000E+00
   280   2184   2308 1.294173E-04 1.811670E-04 2.800000E-07 5.817280E-15 0.000000E+00
   281   1917    605 1.322407E-04 4.240016E-05 8.240098E-06 2.195200E-17 0.000000E+00
   282    447   2203 4.079665E-05 1.576905E-04 1.233260E-05 2.195200E-17 0.000000E+00
   283   2194   2025 1.326651E-04 1.054902E-04 5.058212E-06 3.709888E-15 0.000000E+00
   284    977   1812 1.103026E-04 1.910701E-04 1.232721E-05 1.317120E-16 0.000000E+00
   285   1565   2304 1.095072E-04 2.158363E-04 2.800000E-07 1.536640E-15 0.000000E+00
   286    138   1936 5.436328E-05 7.847781E-05 1.621782E-05 2.195200E-17 0.000000E+00
   287    603   2231 3.932466E-05 1.220510E-04 2.800000E-07 2.195200E-17 0.000000E+00
   288   1954   1392 7.127509E-05 1.156108E-04 2.800000E-07 2.414720E-16 0.000000E+00
   289    943   2246 4.118802E-05 1.395415E-04 1.086087E-05 2.063488E-15 0.000000E+00
   290   2172   1385 1.127573E-04 5.986405E-05 2.800000E-07 4.236736E-15 0.000000E+00
