      1   2345     -1  2.800000e-006  2.800000e-006  1.047660e-005  4.609920e-016  0.000000e+000
      2   2308     -1  9.666490e-005  9.666490e-005  4.849740e-006  1.756160e-016  0.000000e+000
      3   2281     -1  6.536670e-005  6.536670e-005  2.274730e-005  1.975680e-016  0.000000e+000
      4   2280     -1  1.690730e-004  1.690730e-004  7.919600e-006  2.853760e-016  0.000000e+000
      5   2276     -1  1.331150e-004  1.331150e-004  3.130490e-005  2.853760e-016  0.000000e+000
      6   2262     -1  7.565120e-005  7.565120e-005  1.187940e-005  1.756160e-016  0.000000e+000
      7   2246     -1  4.200000e-005  4.200000e-005  8.400000e-006  4.609920e-016  0.000000e+000
      8   2240     -1  4.668530e-005  4.668530e-005  1.371710e-005  5.488000e-016  0.000000e+000
      9   2191     -1  5.163390e-005  5.163390e-005  4.849740e-006  1.756160e-016  0.000000e+000
     10   2187     -1  2.800000e-006  2.800000e-006  3.640000e-005  1.778110e-015  0.000000e+000
     11   2184     -1  1.328230e-004  1.328230e-004  7.919600e-006  2.853760e-016  0.000000e+000
     12   2176     -1  2.800000e-006  2.800000e-006  3.383250e-005  1.975680e-016  0.000000e+000
     13   2146     -1  3.889880e-005  3.889880e-005  1.120000e-005  2.195200e-017  0.000000e+000
     14   2136     -1  8.339790e-005  8.339790e-005  1.187940e-005  1.975680e-016  0.000000e+000
     15   2135     -1  4.906000e-005  4.906000e-005  1.814610e-005  4.609920e-016  0.000000e+000
     16   2120     -1  2.800000e-006  2.800000e-006  3.277320e-005  1.075650e-015  0.000000e+000
     17   2091     -1  1.186170e-004  1.186170e-004  5.600000e-006  1.975680e-016  0.000000e+000
     18   2046     -1  4.162500e-005  4.162500e-005  7.919600e-006  2.853760e-016  0.000000e+000
     19   2045     -1  9.258270e-005  9.258270e-005  3.959800e-006  8.780800e-017  0.000000e+000
     20   2034     -1  2.112020e-004  2.112020e-004  6.260990e-006  1.097600e-016  0.000000e+000
     21   1990     -1  4.409440e-005  4.409440e-005  1.507850e-005  2.853760e-016  0.000000e+000
     22   1956     -1  4.726940e-005  4.726940e-005  1.960000e-005  9.878400e-016  0.000000e+000
     23   1955     -1  3.920000e-005  3.920000e-005  1.400000e-005  6.366080e-016  0.000000e+000
     24   1954     -1  2.800000e-006  2.800000e-006  2.936670e-005  8.122240e-016  0.000000e+000
     25   1926     -1  1.167050e-004  1.167050e-004  1.120000e-005  4.609920e-016  0.000000e+000
     26   1921     -1  2.936670e-005  2.936670e-005  5.600000e-006  1.975680e-016  0.000000e+000
     27   1920     -1  2.800000e-006  2.800000e-006  2.596610e-005  4.609920e-016  0.000000e+000
     28   1898     -1  1.045210e-004  1.045210e-004  3.959800e-006  1.097600e-016  0.000000e+000
     29   1897     -1  8.828470e-005  8.828470e-005  5.600000e-006  2.195200e-017  0.000000e+000
     30   1879     -1  2.800000e-006  2.800000e-006  3.080000e-005  1.514690e-015  0.000000e+000
     31   1851     -1  7.451160e-005  7.451160e-005  1.009550e-005  2.853760e-016  0.000000e+000
     32   1846     -1  3.015690e-005  3.015690e-005  7.919600e-006  2.853760e-016  0.000000e+000
     33   1834     -1  8.139470e-005  8.139470e-005  6.260990e-006  8.780800e-017  0.000000e+000
     34   1784     -1  4.592340e-005  4.592340e-005  1.009550e-005  2.853760e-016  0.000000e+000
     35   1753     -1  2.800000e-006  2.800000e-006  2.240000e-005  9.878400e-016  0.000000e+000
     36   1752     -1  2.800000e-006  2.800000e-006  2.240000e-005  9.878400e-016  0.000000e+000
     37   1720     -1  1.399710e-004  1.399710e-004  8.400000e-006  2.195200e-017  0.000000e+000
     38   1692     -1  2.800000e-006  2.800000e-006  2.240000e-005  9.878400e-016  0.000000e+000
     39   1652     -1  1.257070e-004  1.257070e-004  5.600000e-006  1.975680e-016  0.000000e+000
     40   1638     -1  6.794990e-005  6.794990e-005  5.600000e-006  1.975680e-016  0.000000e+000
     41   1631     -1  5.062060e-005  5.062060e-005  3.959800e-006  1.097600e-016  0.000000e+000
